aptNm,sggCd,regionName,umdNm,jibun,dealYear,dealMonth,dealDay,dealDate,dealAmount,excluUseAr,areaType,floor,buildYear,dealType,cdealDay,cdealType,source_file,source_row,source_no,source_sha256,building,registrationDate,id,updated_at,cancelled,duplicate_count,is_sk,price,month,floor_tier,cell,days
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,07,04,2026-07-04,100500,84.97,84타입,16.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,399,399,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:399,,False,1,1,10.05,2026-07,16층 이상,2026-07 / 16층 이상,881
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,07,06,2026-07-06,98000,84.97,84타입,14.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,382,382,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:382,,False,1,1,9.8,2026-07,6–15층,2026-07 / 6–15층,883
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,07,06,2026-07-06,92000,84.99,84타입,6.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,379,379,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:379,,False,1,0,9.2,2026-07,6–15층,2026-07 / 6–15층,883
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,07,07,2026-07-07,104000,84.97,84타입,18.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,372,372,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:372,,False,1,1,10.4,2026-07,16층 이상,2026-07 / 16층 이상,884
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,07,08,2026-07-08,88700,84.97,84타입,2.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,358,358,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:358,,False,1,1,8.87,2026-07,1–5층,2026-07 / 1–5층,885
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,07,10,2026-07-10,105000,84.97,84타입,16.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,349,349,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:349,,False,1,1,10.5,2026-07,16층 이상,2026-07 / 16층 이상,887
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,07,11,2026-07-11,107500,84.97,84타입,6.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,329,329,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:329,,False,1,1,10.75,2026-07,6–15층,2026-07 / 6–15층,888
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,07,13,2026-07-13,89500,84.97,84타입,1.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,312,312,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,105,26.08.24,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:312,,False,1,1,8.95,2026-07,1–5층,2026-07 / 1–5층,890
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,07,13,2026-07-13,103400,84.97,84타입,14.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,313,313,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:313,,False,1,1,10.34,2026-07,6–15층,2026-07 / 6–15층,890
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,07,14,2026-07-14,90000,84.99,84타입,7.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,303,303,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:303,,False,1,0,9.0,2026-07,6–15층,2026-07 / 6–15층,891
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,07,14,2026-07-14,94300,84.99,84타입,9.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,302,302,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:302,,False,1,0,9.43,2026-07,6–15층,2026-07 / 6–15층,891
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,07,21,2026-07-21,90000,84.99,84타입,2.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,245,245,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:245,,False,1,0,9.0,2026-07,1–5층,2026-07 / 1–5층,898
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,07,23,2026-07-23,104000,84.97,84타입,12.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,235,235,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:235,,False,1,1,10.4,2026-07,6–15층,2026-07 / 6–15층,900
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,07,23,2026-07-23,87000,84.99,84타입,3.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,230,230,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:230,,False,1,0,8.7,2026-07,1–5층,2026-07 / 1–5층,900
매교역푸르지오SKVIEW,41115,수원시 팔달구,매교동,300,2026,07,24,2026-07-24,111000,84.97,84타입,8.0,2023,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,220,220,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:220,,False,1,1,11.1,2026-07,6–15층,2026-07 / 6–15층,901
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,07,28,2026-07-28,99000,84.99,84타입,19.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,186,186,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:186,,False,1,0,9.9,2026-07,16층 이상,2026-07 / 16층 이상,905
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,07,31,2026-07-31,90000,84.99,84타입,6.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,164,164,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:164,,False,1,0,9.0,2026-07,6–15층,2026-07 / 6–15층,908
수원센트럴아이파크자이,41115,수원시 팔달구,인계동,1173,2026,07,31,2026-07-31,95000,84.99,84타입,18.0,2024,중개거래,,,아파트(매매)_실거래가_20260906192340.csv,169,169,7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d,,,csv:7f6b59cf4ffa8479904b60fae1e225371c6b06691d683a3d1992fba223df671d:169,,False,1,0,9.5,2026-07,16층 이상,2026-07 / 16층 이상,908
